Season,Player,Age,Pos,Tm,GP,G,A,PTS,PlusMinus,PIM,EV,PP,SH,GW,EV,PP,SH,S,SP,TOI 
2011,Jeremy Welsh,23,CAR,LW,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,17
2011,Trent Whitfield,34,BOS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
2011,Derek Whitmore,27,BUF,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25
2011,Clay Wilson,28,CGY,D,5,0,0,0,0,4,0,0,0,0,0,0,0,7,0,66
2011,Kyle Wilson,27,NSH,C,5,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,41
2011,Ty Wishart,23,NYI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,17
2011,Nolan Yonkman,30,FLA,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
2011,Steven Zalewski,25,NJD,C,7,0,0,0,-2,0,0,0,0,0,0,0,0,6,0,74
2011,Vladimir Zharkov,24,NJD,RW,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,,20
2010,Daniel Sedin,30,VAN,LW,82,41,63,104,30,32,23,18,0,10,39,24,0,266,15.4,1521
2010,Martin St. Louis,35,TBL,RW,82,31,68,99,0,12,27,4,0,7,31,37,0,254,12.2,1720
2010,Corey Perry,25,ANA,RW,82,50,48,98,9,104,32,14,4,11,30,17,1,290,17.2,1830
2010,Henrik Sedin,30,VAN,C,82,19,75,94,26,40,11,8,0,4,48,27,0,157,12.1,1579
2010,Steven Stamkos,20,TBL,C,82,45,46,91,3,74,28,17,0,8,27,19,0,272,16.5,1656
2010,Jarome Iginla,33,CGY,RW,82,43,43,86,0,40,29,14,0,6,27,16,0,289,14.9,1717
2010,Alex Ovechkin,25,WSH,LW,79,32,53,85,24,41,25,7,0,11,36,17,0,367,8.7,1688
2010,Teemu Selanne,40,ANA,RW,73,31,49,80,6,49,15,16,0,5,31,18,0,213,14.6,1310
2010,Henrik Zetterberg,30,DET,LW,80,24,56,80,-1,40,14,10,0,3,35,20,1,306,7.8,1567
2010,Brad Richards,30,DAL,C,72,28,49,77,1,24,21,7,0,3,27,22,0,272,10.3,1564
2010,Ryan Getzlaf,25,ANA,C,67,19,57,76,14,35,12,7,0,4,37,20,0,117,16.2,1464
2010,Claude Giroux,23,PHI,RW,82,25,51,76,20,47,14,8,3,5,36,11,4,169,14.8,1591
2010,Eric Staal,26,CAR,C,81,33,43,76,-10,72,18,12,3,8,26,17,0,296,11.1,1777
2010,Jonathan Toews,22,CHI,C,80,32,44,76,25,26,21,10,1,8,28,15,1,233,13.7,1661
2010,Loui Eriksson,25,DAL,LW,79,27,46,73,10,8,16,10,1,6,29,15,2,179,15.1,1625
2010,Patrick Kane,22,CHI,RW,73,27,46,73,7,28,22,5,0,2,27,19,0,216,12.5,1408
2010,Ryan Kesler,26,VAN,C,82,41,32,73,24,66,23,15,3,7,16,15,1,260,15.8,1681
2010,Anze Kopitar,23,LAK,C,75,25,48,73,25,20,18,6,1,6,36,12,0,233,10.7,1619
2010,Patrick Marleau,31,SJS,C,82,37,36,73,-3,16,24,11,2,9,20,15,1,279,13.3,1705
2010,Thomas Vanek,27,BUF,LW,80,32,41,73,2,24,21,11,0,5,24,17,0,238,13.4,1388
2010,Mike Ribeiro,30,DAL,C,82,19,52,71,-4,28,12,7,0,4,36,16,0,161,11.8,1637
2010,Bobby Ryan,23,ANA,RW,82,34,37,71,15,61,28,5,1,5,32,5,0,270,12.6,1655
2010,Patrick Sharp,29,CHI,C,74,34,37,71,-1,38,20,12,2,6,22,14,1,268,12.7,1437
2010,Joe Thornton,31,SJS,C,80,21,49,70,4,47,10,9,2,3,25,24,0,149,14.1,1590
2010,Alex Tanguay,31,CGY,LW,79,22,47,69,0,24,19,3,0,2,30,17,0,120,18.3,1561
2010,Daniel Briere,33,PHI,C,77,34,34,68,20,87,28,6,0,6,25,9,0,246,13.8,1410
2010,Lubomir Visnovsky,34,ANA,D,81,18,50,68,18,24,13,5,0,4,24,26,0,152,11.8,1968
2010,Matt Duchene,20,COL,C,80,27,40,67,-8,33,24,3,0,2,28,12,0,202,13.4,1516
2010,John Tavares,20,NYI,C,79,29,38,67,-16,53,20,9,0,4,23,15,0,243,11.9,1521
2010,Jeff Carter,26,PHI,C,80,36,30,66,27,39,28,8,0,7,21,9,0,335,10.7,1460
2010,Sidney Crosby,23,PIT,C,41,32,34,66,20,31,21,10,1,3,25,9,0,161,19.9,899
2010,Rick Nash,26,CBJ,LW,75,32,34,66,2,34,26,6,0,7,26,8,0,305,10.5,1420
2010,Joe Pavelski,26,SJS,C,74,20,46,66,10,24,8,11,1,5,27,17,2,282,7.1,1454
2010,Mike Richards,25,PHI,C,81,23,43,66,11,62,15,5,3,4,24,16,3,184,12.5,1529
2010,Nicklas Backstrom,23,WSH,C,77,18,47,65,24,40,13,4,1,2,29,18,0,202,8.9,1586
2010,Dany Heatley,30,SJS,RW,80,26,38,64,8,56,14,11,1,5,18,19,1,217,12,1572
2010,Phil Kessel,23,TOR,RW,82,32,32,64,-20,24,19,12,1,6,21,11,0,325,9.8,1611
2010,Jeff Skinner,18,CAR,RW,82,31,32,63,3,46,25,6,0,2,20,12,0,215,14.4,1372
2010,David Backes,26,STL,RW,82,31,31,62,32,93,26,5,0,2,20,10,1,211,14.7,1616
2010,Ryane Clowe,28,SJS,LW,75,24,38,62,13,100,19,5,0,2,30,8,0,185,13,1347
2010,Patrik Elias,34,NJD,LW,81,21,41,62,-4,16,13,7,1,5,28,13,0,204,10.3,1510
2010,Martin Havlat,29,MIN,LW,78,22,40,62,-10,52,19,3,0,4,29,11,0,229,9.6,1431
2010,Mikko Koivu,27,MIN,C,71,17,45,62,4,50,9,7,1,3,30,15,0,191,8.9,1384
2010,David Krejci,24,BOS,C,75,13,49,62,23,28,12,1,0,2,38,11,0,157,8.3,1414
2010,Nicklas Lidstrom*,40,DET,D,82,16,46,62,-2,20,9,7,0,1,13,32,1,175,9.1,1924
2010,Milan Lucic,22,BOS,LW,79,30,32,62,28,121,25,5,0,7,23,9,0,173,17.3,1310
2010,Clarke MacArthur,25,TOR,LW,82,21,41,62,-3,37,15,6,0,3,28,13,0,154,13.6,1403
2010,Shane Doan,34,PHX,RW,72,20,40,60,5,67,9,11,0,6,30,10,0,221,9,1389
2010,Ilya Kovalchuk,27,NJD,LW,81,31,29,60,-26,28,22,9,0,9,17,12,0,245,12.7,1828
2010,Pavel Datsyuk,32,DET,C,56,23,36,59,11,15,16,6,1,5,24,12,0,137,16.8,1082
2010,Andrew Ladd,25,ATL,LW,81,29,30,59,-10,39,18,9,2,2,20,9,1,195,14.9,1626
2010,Keith Yandle,24,PHX,D,82,11,48,59,12,68,8,3,0,0,24,23,1,199,5.5,1999
2010,Mikhail Grabovski,27,TOR,C,81,29,29,58,14,60,19,10,0,4,24,5,0,239,12.1,1568
2010,Patrice Bergeron,25,BOS,C,80,22,35,57,20,26,17,3,2,4,26,8,1,211,10.4,1431
2010,Dustin Brown,26,LAK,RW,82,28,29,57,17,67,21,7,0,2,21,8,0,228,12.3,1588
2010,Marian Hossa,32,CHI,RW,65,25,32,57,9,32,15,8,2,2,20,11,1,205,12.2,1281
2010,Nikolai Kulemin,24,TOR,LW,82,30,27,57,7,26,24,5,1,5,19,8,0,173,17.3,1421
2010,Tomas Plekanec,28,MTL,C,77,22,35,57,8,60,18,3,1,4,19,15,1,227,9.7,1559
2010,Tuomo Ruutu,27,CAR,C,82,19,38,57,1,54,12,7,0,1,29,9,0,148,12.8,1380
2010,Jason Spezza,27,OTT,C,62,21,36,57,-7,28,14,7,0,2,25,10,1,188,11.2,1252
2010,Paul Stastny,25,COL,C,74,22,35,57,-7,56,17,4,1,3,20,15,0,181,12.2,1460
2010,R.J. Umberger,28,CBJ,C,82,25,32,57,3,38,14,8,3,3,27,5,0,220,11.4,1576
2010,Ray Whitney,38,PHX,LW,75,17,40,57,0,24,14,3,0,1,17,23,0,156,10.9,1272
2010,Justin Williams,29,LAK,RW,73,22,35,57,14,59,17,5,0,3,27,8,0,213,10.3,1259
2010,Jamie Benn,21,DAL,LW,69,22,34,56,-5,52,12,6,4,3,27,5,2,177,12.4,1243
2010,Logan Couture,21,SJS,C,79,32,24,56,18,41,22,10,0,8,20,4,0,253,12.6,1408
2010,Milan Hejduk,34,COL,RW,71,22,34,56,-23,18,12,10,0,2,20,14,0,170,12.9,1273
2010,Brenden Morrow,32,DAL,LW,82,33,23,56,-3,76,23,9,1,5,19,4,0,209,15.8,1577
2010,Brad Boyes,28,TOT,C,83,17,38,55,13,36,11,6,0,3,31,7,0,178,9.6,1410
2010,Johan Franzen,31,DET,C,76,28,27,55,5,58,18,10,0,5,20,7,0,248,11.3,1325
2010,Brandon Dubinsky,24,NYR,C,77,24,30,54,-3,100,18,4,2,2,21,7,2,202,11.9,1557
2010,Olli Jokinen,32,CGY,C,79,17,37,54,-17,44,12,5,0,1,23,14,0,208,8.2,1404
2010,Vincent Lecavalier,30,TBL,C,65,25,29,54,-5,43,13,12,0,5,13,16,0,210,11.9,1200
2010,Alexander Semin,26,WSH,LW,65,28,26,54,22,71,21,6,1,4,14,12,0,196,14.3,1175
2010,Dustin Byfuglien,25,ATL,D,81,20,33,53,-2,93,12,8,0,6,17,16,0,347,5.8,1888
2010,Nathan Horton,25,BOS,C,80,26,27,53,29,85,20,6,0,2,25,2,0,188,13.8,1303
2010,Ville Leino,27,PHI,LW,81,19,34,53,14,22,14,5,0,2,28,6,0,117,16.2,1297
2010,Matt Moulson,27,NYI,LW,82,31,22,53,-10,24,22,9,0,3,16,6,0,237,13.1,1547
2010,P.A. Parenteau,27,NYI,LW,81,20,33,53,-8,46,11,9,0,2,22,11,0,161,12.4,1476
2010,Chris Stewart,23,TOT,RW,62,28,25,53,-6,53,16,12,0,5,21,4,0,162,17.3,1084
2010,Patrik Berglund,22,STL,C,81,22,30,52,-3,26,14,8,0,1,20,9,1,175,12.6,1392
2010,Erik Cole,32,CAR,LW,82,26,26,52,-1,49,22,3,1,9,20,5,1,201,12.9,1514
2010,Michael Grabner,23,NYI,RW,76,34,18,52,13,10,26,2,6,3,15,2,1,228,14.9,1146
2010,Jussi Jokinen,27,CAR,LW,70,19,33,52,3,24,11,8,0,1,23,10,0,136,14,1206
2010,Jason Pominville,28,BUF,RW,73,22,30,52,1,15,16,5,1,2,21,9,0,215,10.2,1325
2010,Drew Stafford,25,BUF,RW,62,31,21,52,13,34,20,11,0,4,13,8,0,179,17.3,1025
2010,Toby Enstrom,26,ATL,D,72,10,41,51,-10,54,4,6,0,0,18,22,1,113,8.8,1705
2010,Teddy Purcell,25,TBL,RW,81,17,34,51,5,10,14,3,0,1,16,18,0,196,8.7,1142
2010,Alex Steen,26,STL,C,72,20,31,51,-3,26,17,1,2,5,22,9,0,218,9.2,1408
2010,James Wisniewski,26,TOT,D,75,10,41,51,-14,38,3,7,0,2,19,22,0,158,6.3,1721
2010,Rene Bourque,29,CGY,LW,80,27,23,50,-17,42,20,6,1,6,12,9,2,218,12.4,1420
2010,Dan Boyle,34,SJS,D,76,9,41,50,2,67,5,4,0,2,18,23,0,199,4.5,1994
2010,Christian Ehrhoff,28,VAN,D,79,14,36,50,19,52,8,6,0,3,13,22,1,209,6.7,1895
2010,Martin Erat,29,NSH,LW,64,17,33,50,14,22,10,7,0,3,25,8,0,135,12.6,1158
2010,Sergei Kostitsyn,23,NSH,LW,77,23,27,50,10,20,18,4,1,2,18,9,0,93,24.7,1170
2010,Kris Letang,23,PIT,D,82,8,42,50,15,101,4,4,0,2,21,20,1,236,3.4,1971
2010,Andy McDonald,33,STL,C,58,20,30,50,18,26,14,5,1,3,18,12,0,180,11.1,1162
2010,Mikael Samuelsson,34,VAN,RW,75,18,32,50,8,36,13,5,0,2,18,14,0,215,8.4,1247
2010,Tyler Ennis,21,BUF,C,82,20,29,49,0,30,15,5,0,1,20,9,0,210,9.5,1285
2010,Scott Hartnell,28,PHI,RW,82,24,25,49,14,142,20,4,0,4,19,6,0,177,13.6,1362
2010,Stephen Weiss,27,FLA,C,76,21,28,49,-9,49,16,3,2,1,12,16,0,172,12.2,1528
2010,Alexandre Burrows,29,VAN,LW,72,26,22,48,26,77,24,1,1,4,21,0,1,152,17.1,1226
2010,Ryan Callahan,25,NYR,RW,60,23,25,48,-7,46,13,10,0,5,18,5,2,179,12.8,1194
2010,Marian Gaborik,28,NYR,RW,62,22,26,48,8,18,15,7,0,4,17,9,0,192,11.5,1121
2010,Patric Hornqvist,24,NSH,RW,79,21,27,48,11,47,15,6,0,5,19,8,0,265,7.9,1242
2010,Chris Kunitz,31,PIT,LW,66,23,25,48,18,47,15,7,1,2,20,4,1,133,17.3,1206
2010,Brooks Laich,27,WSH,C,82,16,32,48,14,46,11,4,1,3,21,9,2,207,7.7,1511
2010,Bryan Little,23,ATL,C,76,18,30,48,11,33,14,2,2,1,21,8,1,158,11.4,1403
2010,Brian Rafalski,37,DET,D,63,4,44,48,11,22,4,0,0,0,27,17,0,106,3.8,1287
2010,Mark Recchi,42,BOS,RW,81,14,34,48,13,35,8,6,0,6,22,11,1,132,10.6,1304
2010,Brent Seabrook,25,CHI,D,82,9,39,48,0,47,4,5,0,1,22,15,2,135,6.7,2000
2010,Radim Vrbata,29,PHX,RW,79,19,29,48,5,20,9,10,0,2,22,7,0,240,7.9,1293
2010,Shea Weber,25,NSH,D,82,16,32,48,7,56,9,6,1,3,21,11,0,254,6.3,2076
2010,Derick Brassard,23,CBJ,C,74,17,30,47,-11,55,11,6,0,3,20,10,0,183,9.3,1260
2010,Mike Cammalleri,28,MTL,C,67,19,28,47,2,33,12,7,0,2,14,14,0,193,9.8,1238
2010,Tomas Kaberle,32,TOT,D,82,4,43,47,4,18,4,0,0,1,18,25,0,130,3.1,1813
2010,Ryan Smyth,34,LAK,LW,82,23,24,47,-1,35,14,9,0,2,19,5,0,195,11.8,1479
2010,Antoine Vermette,28,CBJ,C,82,19,28,47,0,60,15,3,1,3,21,7,0,183,10.4,1543
2010,Andrew Brunette,37,MIN,LW,82,18,28,46,-7,16,10,8,0,3,18,10,0,117,15.4,1378
2010,Brent Burns,25,MIN,D,80,17,29,46,-10,98,9,8,0,3,22,6,1,170,10,2004
2010,Dan Cleary,32,DET,LW,68,26,20,46,-1,20,21,5,0,8,17,3,0,192,13.5,1131
2010,Blake Comeau,24,NYI,RW,77,24,22,46,-17,43,18,5,1,3,15,7,0,182,13.2,1439
2010,Matt D'Agostini,24,STL,RW,82,21,25,46,8,40,15,6,0,5,17,8,0,163,12.9,1210
2010,Brian Gionta,32,MTL,RW,82,29,17,46,3,24,20,7,2,6,13,4,0,298,9.7,1609
2010,Alex Goligoski,25,TOT,D,83,14,32,46,20,40,7,7,0,4,15,17,0,162,8.6,1846
2010,John-Michael Liles,30,COL,D,76,6,40,46,-9,35,3,3,0,0,25,15,0,163,3.7,1673
2010,Kris Versteeg,24,TOT,RW,80,21,25,46,-9,53,14,6,1,0,17,8,0,180,11.7,1418
2010,Jakub Voracek,21,CBJ,RW,80,14,32,46,-3,26,12,2,0,2,26,6,0,183,7.7,1358
2010,Todd Bertuzzi,35,DET,RW,81,16,29,45,-7,71,14,2,0,2,24,5,0,138,11.6,1293
2010,David Jones,26,COL,RW,77,27,18,45,-2,28,21,6,0,4,14,3,1,153,17.6,1361
2010,Erik Karlsson,20,OTT,D,75,13,32,45,-30,50,9,4,0,4,14,17,1,182,7.1,1764
2010,Duncan Keith,27,CHI,D,82,7,38,45,-1,22,3,3,1,1,19,19,0,173,4,2205
2010,Tyler Kennedy,24,PIT,C,80,21,24,45,1,37,14,7,0,2,17,7,0,234,9,1162
2010,Saku Koivu,36,ANA,C,75,15,30,45,-8,36,11,4,0,3,19,11,0,104,14.4,1435
2010,Andrei Kostitsyn,25,MTL,LW,81,20,25,45,3,36,15,5,0,6,19,6,0,196,10.2,1287
2010,James Neal,23,TOT,LW,79,22,23,45,7,66,17,5,0,3,18,5,0,212,10.4,1382
2010,Dustin Penner,28,TOT,RW,81,23,22,45,-12,47,16,6,1,3,20,2,0,173,13.3,1468
2010,Derek Stepan,20,NYR,C,82,21,24,45,8,20,18,3,0,3,17,7,0,166,12.7,1348
2010,Artem Anisimov,22,NYR,C,82,18,26,44,3,20,15,3,0,2,21,5,0,190,9.5,1329
2010,Zdeno Chara,33,BOS,D,81,14,30,44,33,88,5,8,1,2,22,7,1,264,5.3,2060
2010,Frans Nielsen,26,NYI,C,71,13,31,44,13,38,6,0,7,1,22,8,1,156,8.3,1261
2010,Blake Wheeler,24,TOT,RW,81,18,26,44,10,46,18,0,0,2,21,5,0,179,10.1,1316
2010,Travis Zajac,25,NJD,C,82,13,31,44,-6,24,10,2,1,1,22,8,1,173,7.5,1622
2010,Jordan Eberle,20,EDM,C,69,18,25,43,-12,22,12,4,2,5,18,7,0,158,11.4,1220
2010,Mark Giordano,27,CGY,D,82,8,35,43,-8,67,3,5,0,1,15,20,0,165,4.8,1898
2010,Curtis Glencross,28,CGY,LW,79,24,19,43,6,59,19,3,2,4,16,2,1,149,16.1,1283
2010,Evander Kane,19,ATL,C,73,19,24,43,-12,68,15,4,0,2,20,4,0,234,8.1,1304
2010,Brendan Morrison,35,CGY,C,66,9,34,43,13,16,5,3,1,1,24,9,1,89,10.1,1102
2010,Alex Pietrangelo,21,STL,D,79,11,32,43,18,19,7,4,0,1,21,10,1,161,6.8,1738
2010,Kevin Shattenkirk,22,TOT,D,72,9,34,43,-4,36,6,3,0,2,22,12,0,108,8.3,1429
2010,Jarret Stoll,28,LAK,C,82,20,23,43,-6,42,15,4,1,5,13,8,2,187,10.7,1407
2010,Tim Connolly,29,BUF,C,68,13,29,42,-10,20,7,6,0,3,16,13,0,151,8.6,1150
2010,Sam Gagner,21,EDM,C,68,15,27,42,-17,37,11,3,1,2,21,6,0,138,10.9,1207
2010,Taylor Hall,19,EDM,LW,65,22,20,42,-9,27,14,8,0,4,17,3,0,186,11.8,1184
2010,Ales Hemsky,27,EDM,RW,47,14,28,42,3,18,12,1,1,1,19,8,1,100,14,859
2010,Jack Johnson,24,LAK,D,82,5,37,42,-21,44,2,3,0,0,11,25,1,153,3.3,1902
2010,Tomas Kopecky,28,CHI,RW,81,15,27,42,-13,60,12,3,0,2,17,10,0,178,8.4,1241
2010,Nik Antropov,30,ATL,C,76,16,25,41,-17,42,11,5,0,2,14,11,0,105,15.2,1189
2010,David Legwand,30,NSH,C,64,17,24,41,13,24,15,0,2,3,20,4,0,130,13.1,1204
2010,Brad Marchand,22,BOS,C,77,21,20,41,25,51,14,2,5,2,18,1,1,149,14.1,1077
2010,Rich Peverley,28,TOT,C,82,18,23,41,-17,37,10,6,2,3,16,6,1,201,9,1497
2010,Michael Ryder,30,BOS,RW,79,18,23,41,-1,26,10,8,0,6,17,6,0,165,10.9,1144
2010,Mike Santorelli,25,FLA,C,82,20,21,41,-17,20,14,5,1,1,14,7,0,193,10.4,1368
2010,Devin Setoguchi,24,SJS,RW,72,22,19,41,-2,37,18,4,0,5,13,6,0,199,11.1,1095
2010,Eric Belanger,33,PHX,C,82,13,27,40,11,36,11,1,1,2,23,4,0,127,10.2,1422
2010,David Booth,26,FLA,LW,82,23,17,40,-31,26,15,8,0,3,15,2,0,280,8.2,1550
2010,Matt Carle,26,PHI,D,82,1,39,40,30,23,1,0,0,0,37,2,0,117,0.9,1803
2010,Joe Corvo,33,CAR,D,82,11,29,40,-14,18,5,5,1,1,11,18,0,191,5.8,2032
2010,Drew Doughty,21,LAK,D,76,11,29,40,13,68,6,5,0,3,19,10,0,139,7.9,1949
2010,Cam Fowler,19,ANA,D,76,10,30,40,-25,20,4,6,0,3,13,17,0,123,8.1,1682
2010,Simon Gagne,30,TBL,LW,63,17,23,40,-12,20,10,7,0,3,15,8,0,154,11,1064
2010,Mike Knuble,38,WSH,RW,79,24,16,40,10,36,16,7,1,1,10,5,1,203,11.8,1413
2010,Lauri Korpikoski,24,PHX,LW,79,19,21,40,17,20,17,0,2,4,18,1,2,103,18.4,1227
2010,Sergei Samsonov,32,TOT,LW,78,13,27,40,-2,14,9,4,0,1,18,9,0,123,10.6,1205
2010,James van Riemsdyk,21,PHI,LW,75,21,19,40,15,35,18,3,0,4,18,1,0,173,12.1,1090
2010,Dennis Wideman,27,TOT,D,75,10,30,40,-19,39,1,9,0,1,17,13,0,160,6.3,1799
2010,Matt Cullen,34,MIN,C,78,12,27,39,-14,34,3,5,4,2,11,16,0,150,8,1406
2010,Valtteri Filppula,26,DET,C,71,16,23,39,-1,22,12,4,0,5,19,4,0,115,13.9,1187
2010,Mason Raymond,25,VAN,LW,70,15,24,39,8,10,12,2,1,5,20,4,0,197,7.6,1106
2010,Anthony Stewart,26,ATL,C,80,14,25,39,-10,55,9,5,0,2,20,5,0,141,9.9,1198
2010,Cory Stillman,37,TOT,LW,65,12,27,39,5,24,9,3,0,2,18,9,0,116,10.3,1099
2010,Ryan Suter,26,NSH,D,70,4,35,39,20,54,3,1,0,1,18,16,1,115,3.5,1764
2010,Pierre-Marc Bouchard,26,MIN,C,59,12,26,38,-3,14,12,0,0,2,16,10,0,98,12.2,927
2010,Michael Frolik,22,TOT,C,80,11,27,38,2,30,10,1,0,1,22,5,0,251,4.4,1247
2010,Scott Gomez,31,MTL,C,80,7,31,38,-15,48,4,3,0,2,16,14,1,157,4.5,1485
2010,Ryan Malone,31,TBL,LW,54,14,24,38,-3,51,5,9,0,1,15,9,0,149,9.4,866
2010,Lee Stempniak,27,PHX,RW,82,19,19,38,4,19,17,2,0,0,15,4,0,199,9.5,1251
2010,P.K. Subban,21,MTL,D,77,14,24,38,-8,124,5,9,0,3,15,9,0,197,7.1,1715
2010,Bryan Bickell,24,CHI,LW,78,17,20,37,6,40,15,2,0,2,19,1,0,130,13.1,1079
2010,Dave Bolland,24,CHI,C,61,15,22,37,11,34,11,4,0,1,14,8,0,102,14.7,1076
2010,Kyle Brodziak,26,MIN,C,80,16,21,37,-4,56,13,2,1,1,16,2,3,126,12.7,1262
2010,John Carlson,21,WSH,D,82,7,30,37,21,44,6,1,0,3,25,5,0,144,4.9,1857
2010,Pascal Dupuis,31,PIT,LW,81,17,20,37,16,59,13,0,4,3,19,0,1,171,9.9,1366
2010,Tomas Holmstrom,38,DET,LW,73,18,19,37,-6,62,8,10,0,1,9,10,0,125,14.4,1081
2010,Jiri Hudler,27,DET,C,73,10,27,37,-7,28,7,3,0,2,18,9,0,105,9.5,997
2010,Niklas Kronwall,30,DET,D,77,11,26,37,5,36,6,5,0,3,18,8,0,131,8.4,1761
2010,Evgeni Malkin,24,PIT,C,43,15,22,37,-4,18,10,5,0,3,13,9,0,182,8.2,852
2010,Tyler Myers,20,BUF,D,80,10,27,37,0,40,7,3,0,5,16,11,0,122,8.2,1797
2010,Kimmo Timonen,35,PHI,D,82,6,31,37,11,36,3,1,2,0,16,15,0,147,4.1,1843
2010,Niclas Bergfors,23,TOT,RW,72,12,24,36,-9,8,9,3,0,1,18,6,0,152,7.9,1062
2010,Troy Brouwer,25,CHI,RW,79,17,19,36,-2,38,10,7,0,5,13,6,0,122,13.9,1193
2010,Mike Fisher,30,TOT,C,82,19,17,36,-17,43,15,4,0,2,7,10,0,192,9.9,1506
2010,Anton Babchuk,26,TOT,D,82,11,24,35,14,32,4,6,1,2,16,7,1,132,8.3,1340
2010,Brian Boyle,26,NYR,C,82,21,14,35,2,74,16,4,1,2,11,0,3,218,9.6,1291
2010,Andrew Cogliano,23,EDM,C,82,11,24,35,-12,64,10,0,1,3,17,5,2,129,8.5,1415
2010,Jordan Leopold,30,BUF,D,71,13,22,35,-11,36,8,5,0,1,16,6,0,134,9.7,1656
2010,Antti Miettinen,30,MIN,RW,73,16,19,35,-3,38,8,8,0,4,13,6,0,168,9.5,1243
2010,Joni Pitkanen,27,CAR,D,72,5,30,35,-2,60,4,1,0,1,19,11,0,144,3.5,1802
2010,Derek Roy,27,BUF,C,35,10,25,35,-1,16,8,2,0,1,13,12,0,89,11.2,684
2010,Wojtek Wolski,24,TOT,LW,73,12,23,35,6,18,11,1,0,1,20,3,0,135,8.9,1064
2010,Cal Clutterbuck,23,MIN,RW,76,19,15,34,-5,79,15,4,0,3,13,1,1,191,9.9,1204
2010,Nick Foligno,23,OTT,LW,82,14,20,34,-19,43,9,5,0,3,15,5,0,149,9.4,1277
2010,Roman Hamrlik,36,MTL,D,79,5,29,34,6,81,3,2,0,0,16,13,0,129,3.9,1760
2010,Alex Kovalev,37,TOT,RW,74,16,18,34,-6,44,10,6,0,3,14,4,0,151,10.6,1222
2010,T.J. Oshie,24,STL,C,49,12,22,34,10,15,8,3,1,3,16,6,0,103,11.7,940
2010,Magnus Paajarvi,19,EDM,LW,80,15,19,34,-13,16,12,3,0,0,13,6,0,180,8.3,1231
2010,Brian Rolston,37,NJD,C,65,14,20,34,-6,34,8,6,0,4,14,5,1,168,8.3,1144
2010,Scottie Upshall,27,TOT,RW,82,22,12,34,-7,52,20,2,0,2,11,1,0,191,11.5,1151
2010,Colin Wilson,21,NSH,C,82,16,18,34,9,17,14,2,0,2,14,4,0,101,15.8,1090
2010,Alexander Edler,24,VAN,D,51,8,25,33,13,24,3,5,0,1,13,12,0,121,6.6,1239
2010,Milan Michalek,26,OTT,RW,66,18,15,33,-12,49,13,1,4,0,12,3,0,167,10.8,1192
2010,Jason Blake,37,ANA,C,76,16,16,32,-5,41,13,3,0,3,12,4,0,187,8.6,1122
2010,Tyler Bozak,24,TOR,C,82,15,17,32,-29,14,8,6,1,4,12,5,0,120,12.5,1581
2010,Steve Downie,23,TBL,RW,57,10,22,32,8,171,8,2,0,1,19,3,0,83,12,828
2010,Darren Helm,24,DET,C,82,12,20,32,9,16,10,0,2,2,19,0,1,177,6.8,1091
2010,Jamie Langenbrunner,35,TOT,RW,70,9,23,32,-18,45,8,1,0,3,17,6,0,153,5.9,1221
2010,Andrej Meszaros,25,PHI,D,81,8,24,32,30,42,5,3,0,2,21,3,0,144,5.6,1711
2010,Dominic Moore,30,TBL,C,77,18,14,32,-12,52,12,6,0,3,13,1,0,175,10.3,1201
2010,Steve Ott,28,DAL,C,82,12,20,32,-9,183,7,3,2,4,11,7,2,120,10,1407
2010,Marty Reasoner,33,FLA,C,82,14,18,32,2,22,14,0,0,4,17,1,0,124,11.3,1407
2010,Dennis Seidenberg,29,BOS,D,81,7,25,32,3,41,6,1,0,2,15,10,0,166,4.2,1907
2010,Daniel Alfredsson,38,OTT,RW,54,14,17,31,-19,18,7,7,0,1,12,5,0,96,14.6,1041
2010,Jason Arnott,36,TOT,C,73,17,14,31,-6,40,13,4,0,1,10,4,0,169,10.1,1133
2010,Brett Clark,34,TBL,D,82,9,22,31,2,14,3,6,0,1,11,11,0,87,10.3,1548
2010,Tomas Fleischmann,26,TOT,LW,45,12,19,31,2,18,9,3,0,2,16,3,0,98,12.2,736
2010,Paul Gaustad,28,BUF,C,81,12,19,31,7,101,11,1,0,3,17,1,1,117,10.3,1226
2010,Nathan Gerbe,23,BUF,C,64,16,15,31,11,34,14,2,0,3,13,2,0,171,9.4,853
2010,Dan Girardi,26,NYR,D,80,4,27,31,7,37,2,2,0,1,20,5,2,110,3.6,1966
2010,Chad Larose,28,CAR,RW,82,16,15,31,-21,59,13,2,1,0,13,1,1,176,9.1,1313
2010,Joffrey Lupul,27,TOT,C,54,14,17,31,-11,33,10,4,0,2,8,9,0,129,10.9,844
2010,Taylor Pyatt,29,PHX,LW,76,18,13,31,11,27,16,2,0,6,11,2,0,126,14.3,1178
2010,Matt Stajan,27,CGY,C,76,6,25,31,1,32,5,0,1,0,23,1,1,81,7.4,1081
