Season,Player,Age,Pos,Tm,GP,G,A,PTS,PlusMinus,PIM,EV,PP,SH,GW,EV,PP,SH,S,SP,TOI 
2013,Pierre-Cedric Labrie,27,TBL,LW,13,0,0,0,-4,20,0,0,0,0,0,0,0,2,0,89
2013,Louis Leblanc,23,MTL,C,8,0,0,0,1,4,0,0,0,0,0,0,0,7,0,79
2013,Peter LeBlanc,25,WSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
2013,Lucas Lessio,21,PHX,LW,3,0,0,0,-2,2,0,0,0,0,0,0,0,4,0,35
2013,Pierre-Luc Letourneau-Leblond,28,PIT,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2013,Matt Lindblad,23,BOS,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,24
2013,Alexey Marchenko,22,DET,D,1,0,0,0,2,2,0,0,0,0,0,0,0,0,,13
2013,Brandon Mashinter,25,NYR,LW,6,0,0,0,-1,10,0,0,0,0,0,0,0,3,0,27
2013,Scott Mayfield,21,NYI,D,5,0,0,0,-3,7,0,0,0,0,0,0,0,7,0,87
2013,Dylan McIlrath,21,NYR,D,2,0,0,0,-1,7,0,0,0,0,0,0,0,0,,14
2013,Greg McKegg,21,TOR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2013,Frazer McLaren,26,TOR,LW,27,0,0,0,-2,77,0,0,0,0,0,0,0,4,0,108
2013,Carson McMillan,25,MIN,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
2013,Brayden McNabb,23,BUF,D,12,0,0,0,1,6,0,0,0,0,0,0,0,10,0,207
2013,Julian Melchiori,22,WPG,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,9
2013,Brad Mills,30,CHI,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,31
2013,Mike Mottau,35,FLA,D,8,0,0,0,-3,4,0,0,0,0,0,0,0,1,0,101
2013,Chris Mueller,27,DAL,C,9,0,0,0,-2,0,0,0,0,0,0,0,0,8,0,83
2013,Vladislav Namestnikov,21,TBL,C,4,0,0,0,-1,4,0,0,0,0,0,0,0,4,0,38
2013,Joonas Nattinen,23,MTL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
2013,Patrik Nemeth,21,DAL,D,8,0,0,0,-3,6,0,0,0,0,0,0,0,3,0,110
2013,Jamie Oleksiak,21,DAL,D,7,0,0,0,-3,2,0,0,0,0,0,0,0,5,0,125
2013,Colton Orr,31,TOR,RW,54,0,0,0,-3,110,0,0,0,0,0,0,0,12,0,290
2013,Xavier Ouellet,20,DET,D,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,58
2013,Aaron Palushaj,24,CAR,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,19
2013,Adam Payerl,22,PIT,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,4,0,18
2013,Pascal Pelletier,30,VAN,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
2013,Joe Piskula,29,NSH,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,24
2013,Darroll Powe,28,NYR,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,9
2013,Teemu Pulkkinen,22,DET,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,22
2013,Jonathan Racine,20,FLA,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,,16
2013,Ty Rattie,20,STL,RW,2,0,0,0,-2,0,0,0,0,0,0,0,0,4,0,22
2013,Philip Samuelsson,22,PIT,D,5,0,0,0,-1,0,0,0,0,0,0,0,0,5,0,78
2013,Yann Sauve,23,VAN,D,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,37
2013,Cameron Schilling,25,WSH,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,18
2013,Zach Sill,25,PIT,C,20,0,0,0,-4,12,0,0,0,0,0,0,0,14,0,216
2013,Mike Sislo,26,NJD,RW,14,0,0,0,-1,0,0,0,0,0,0,0,0,20,0,124
2013,Jerred Smithson,34,TOR,C,18,0,0,0,-5,9,0,0,0,0,0,0,0,2,0,158
2013,Ryan Sproul,21,DET,D,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18
2013,Martin St. Pierre,30,MTL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
2013,David Steckel,31,ANA,C,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,65
2013,Ryan Stoa,26,WSH,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,27
2013,Karl Stollery,26,COL,D,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,13
2013,Matt Taormina,27,TBL,D,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,94
2013,Teuvo Teravainen,19,CHI,C,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,42
2013,Christian Thomas,21,MTL,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,14
2013,Zach Trotman,23,BOS,D,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30
2013,Dana Tyrell,24,TBL,C,7,0,0,0,0,4,0,0,0,0,0,0,0,4,0,65
2013,Bryce Van Brabant,22,CGY,LW,6,0,0,0,-1,2,0,0,0,0,0,0,0,4,0,55
2013,David Van Der Gulik,30,COL,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
2013,Mark Van Guilder,30,NSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
2013,Joe Whitney,25,NJD,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
2013,Ryan Whitney,30,FLA,D,7,0,0,0,-7,6,0,0,0,0,0,0,0,8,0,117
2013,Garrett Wilson,22,FLA,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,31
2013,Brandon Yip,28,PHX,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
2012,Martin St. Louis,37,TBL,RW,48,17,43,60,0,14,14,3,0,2,26,17,0,112,15.2,1055
2012,Steven Stamkos,22,TBL,C,48,29,28,57,-4,32,19,10,0,2,20,8,0,157,18.5,1057
2012,Sidney Crosby,25,PIT,C,36,15,41,56,26,16,12,3,0,1,27,14,0,124,12.1,760
2012,Alex Ovechkin,27,WSH,RW,48,32,24,56,2,36,16,16,0,4,13,11,0,220,14.5,1002
2012,Patrick Kane,24,CHI,RW,47,23,32,55,11,8,15,8,0,3,23,9,0,138,16.7,943
2012,Eric Staal,28,CAR,C,48,18,35,53,5,54,14,3,1,4,29,6,0,152,11.8,1008
2012,Phil Kessel,25,TOR,RW,48,20,32,52,-3,18,14,6,0,4,17,15,0,161,12.4,951
2012,Chris Kunitz,33,PIT,LW,48,22,30,52,30,39,13,9,0,5,23,7,0,113,19.5,865
2012,Taylor Hall,21,EDM,LW,45,16,34,50,5,33,12,4,0,4,24,10,0,154,10.4,838
2012,Pavel Datsyuk,34,DET,C,47,15,34,49,21,14,7,8,0,6,23,8,3,107,14,949
2012,Ryan Getzlaf,27,ANA,C,44,15,34,49,14,41,8,4,3,3,23,11,0,99,15.2,889
2012,Mike Ribeiro,32,WSH,C,48,13,36,49,-4,53,7,6,0,1,15,21,0,63,20.6,856
2012,Nicklas Backstrom,25,WSH,C,48,8,40,48,8,20,5,3,0,1,25,15,0,82,9.8,955
2012,Claude Giroux,25,PHI,RW,48,13,35,48,-7,22,6,6,1,2,20,15,0,137,9.5,1016
2012,Jonathan Toews,24,CHI,C,47,23,25,48,28,27,19,2,2,5,20,4,1,143,16.1,909
2012,Henrik Zetterberg,32,DET,LW,46,11,37,48,2,18,5,4,2,5,18,19,0,173,6.4,944
2012,John Tavares,22,NYI,C,48,28,19,47,-2,18,19,9,0,5,12,7,0,162,17.3,997
2012,Andrew Ladd,27,WPG,LW,48,18,28,46,10,22,15,3,0,4,25,3,0,121,14.9,945
2012,Jakub Voracek,23,PHI,RW,48,22,24,46,-7,35,14,8,0,3,15,9,0,129,17.1,827
2012,Henrik Sedin,32,VAN,C,48,11,34,45,19,24,9,1,1,1,22,12,0,70,15.7,929
2012,Nazem Kadri,22,TOR,C,48,18,26,44,15,23,13,5,0,1,23,3,0,107,16.8,771
2012,Matt Moulson,29,NYI,LW,47,15,29,44,-3,4,7,8,0,0,22,7,0,154,9.7,900
2012,Alexander Semin,28,CAR,LW,44,13,31,44,14,46,9,4,0,1,25,5,1,150,8.7,921
2012,Derek Stepan,22,NYR,C,48,18,26,44,25,12,13,4,1,6,17,6,3,108,16.7,1004
2012,Matt Duchene,22,COL,C,47,17,26,43,-12,12,15,2,0,3,18,7,1,132,12.9,983
2012,P.A. Parenteau,29,COL,LW,48,18,25,43,-11,38,12,6,0,1,18,7,0,105,17.1,919
2012,Anze Kopitar,25,LAK,C,47,10,32,42,14,16,10,0,0,1,16,16,0,98,10.2,963
2012,Rick Nash,28,NYR,LW,44,21,21,42,16,26,17,3,1,3,15,6,0,176,11.9,879
2012,Thomas Vanek,29,BUF,LW,38,20,21,41,-1,20,10,9,1,2,16,5,0,119,16.8,699
2012,Blake Wheeler,26,WPG,RW,48,19,22,41,-3,28,17,2,0,2,17,5,0,129,14.7,902
2012,Daniel Sedin,32,VAN,LW,47,12,28,40,12,18,9,3,0,3,19,9,0,138,8.7,894
2012,Joe Thornton,33,SJS,C,48,7,33,40,6,26,5,2,0,1,14,19,0,85,8.2,882
2012,Max Pacioretty,24,MTL,LW,44,15,24,39,8,28,11,4,0,0,16,8,0,163,9.2,726
2012,Pascal Dupuis,33,PIT,LW,48,20,18,38,31,26,17,2,1,2,17,1,0,140,14.3,840
2012,Sam Gagner,23,EDM,C,48,14,24,38,-6,23,10,4,0,1,11,11,2,113,12.4,932
2012,Kris Letang,25,PIT,D,35,5,33,38,16,8,4,1,0,1,21,12,0,95,5.3,897
2012,Zach Parise,28,MIN,C,48,18,20,38,2,16,11,7,0,4,14,6,0,182,9.9,992
2012,P.K. Subban,23,MTL,D,42,11,27,38,12,57,4,7,0,0,8,19,0,126,8.7,976
2012,Jiri Tlusty,24,CAR,C,48,23,15,38,15,18,19,4,0,3,11,4,0,117,19.7,876
2012,Logan Couture,23,SJS,C,48,21,16,37,7,4,14,7,0,5,10,5,1,151,13.9,869
2012,Jordan Eberle,22,EDM,C,48,16,21,37,-4,16,13,3,0,3,15,6,0,133,12,912
2012,Mikko Koivu,29,MIN,C,48,11,26,37,2,26,11,0,0,3,13,13,0,127,8.7,1013
2012,Patrik Elias,36,NJD,LW,48,14,22,36,5,22,8,5,1,0,13,9,0,118,11.9,899
2012,Brad Marchand,24,BOS,C,45,18,18,36,23,27,12,4,2,5,18,0,0,91,19.8,763
2012,James Neal,25,PIT,LW,40,21,15,36,5,26,12,9,0,6,8,7,0,136,15.4,699
2012,Corey Perry,27,ANA,RW,44,15,21,36,10,72,10,5,0,5,15,5,1,128,11.7,839
2012,Teddy Purcell,27,TBL,RW,48,11,25,36,-1,12,8,3,0,2,15,10,0,94,11.7,804
2012,Chris Stewart,25,STL,RW,48,18,18,36,0,40,12,6,0,3,12,6,0,97,18.6,759
2012,Brad Boyes,30,NYI,C,48,10,25,35,-6,16,9,1,0,1,13,12,0,97,10.3,874
2012,Tomas Fleischmann,28,FLA,LW,48,12,23,35,-10,16,9,2,1,2,12,11,0,121,9.9,899
2012,Jaromir Jagr,40,TOT,RW,45,16,19,35,-2,22,10,6,0,4,14,5,0,115,13.9,825
2012,Michael Ryder,32,TOT,RW,46,16,19,35,2,16,8,8,0,5,10,9,0,101,15.8,738
2012,Cody Hodgson,22,BUF,C,48,15,19,34,-4,20,11,3,1,1,16,2,1,114,13.2,883
2012,Jason Pominville,30,TOT,RW,47,14,20,34,1,8,11,2,1,2,13,7,0,118,11.9,948
2012,Brad Richards,32,NYR,C,46,11,23,34,8,14,8,3,0,1,17,6,0,110,10,865
2012,Jamie Benn,23,DAL,LW,41,12,21,33,-12,40,9,3,0,3,14,7,0,110,10.9,816
2012,Troy Brouwer,27,WSH,RW,47,19,14,33,-5,28,11,7,1,5,5,9,0,111,17.1,871
2012,Jeff Carter,28,LAK,C,48,26,7,33,0,16,18,8,0,8,5,2,0,133,19.5,844
2012,Jarome Iginla,35,TOT,RW,44,14,19,33,-5,31,8,6,0,3,13,6,0,134,10.4,828
2012,Evander Kane,21,WPG,C,48,17,16,33,-3,80,15,2,0,4,14,2,0,190,8.9,982
2012,David Krejci,26,BOS,C,47,10,23,33,1,20,10,0,0,5,16,7,0,93,10.8,870
2012,Evgeni Malkin,26,PIT,C,31,9,24,33,5,36,5,4,0,3,10,14,0,99,9.1,611
2012,Tomas Plekanec,30,MTL,C,47,14,19,33,3,24,10,4,0,2,8,11,0,133,10.5,903
2012,Justin Williams,31,LAK,RW,48,11,22,33,15,22,10,1,0,3,17,5,0,142,7.7,816
2012,Patrice Bergeron,27,BOS,C,42,10,22,32,24,18,8,2,0,3,19,2,1,125,8,810
2012,Mike Cammalleri,30,CGY,C,44,13,19,32,-15,25,8,5,0,3,9,10,0,102,12.7,794
2012,Vincent Lecavalier,32,TBL,C,39,10,22,32,-5,29,5,5,0,0,18,4,0,86,11.6,697
2012,Bryan Little,25,WPG,C,48,7,25,32,8,4,5,2,0,2,21,3,1,84,8.3,950
2012,Mike Richards,27,LAK,C,48,12,20,32,-8,42,6,6,0,3,11,9,0,82,14.6,785
2012,Tyler Seguin,21,BOS,C,48,16,16,32,23,16,12,4,0,2,14,2,0,161,9.9,817
2012,Wayne Simmonds,24,PHI,RW,45,15,17,32,-7,82,9,6,0,4,7,10,0,110,13.6,704
2012,Lee Stempniak,29,CGY,RW,47,9,23,32,2,12,5,4,0,2,17,2,4,113,8,842
2012,Ryan Suter,28,MIN,D,48,4,28,32,2,24,1,3,0,1,16,12,0,91,4.4,1309
2012,James van Riemsdyk,23,TOR,LW,48,18,14,32,-7,26,13,5,0,3,13,1,0,140,12.9,922
2012,Ryan Callahan,27,NYR,RW,45,16,15,31,9,12,8,6,2,4,12,2,1,144,11.1,968
2012,Tyler Ennis,23,BUF,C,47,10,21,31,-14,16,8,2,0,0,9,12,0,108,9.3,840
2012,Johan Franzen,33,DET,C,41,14,17,31,13,41,8,6,0,1,11,6,0,116,12.1,742
2012,Marian Hossa,34,CHI,RW,40,17,14,31,20,16,12,4,1,6,11,2,1,116,14.7,722
2012,Jonathan Huberdeau,19,FLA,C,48,14,17,31,-15,18,12,2,0,1,10,7,0,112,12.5,813
2012,Ilya Kovalchuk,29,NJD,LW,37,11,20,31,-6,18,5,2,4,5,8,12,0,123,8.9,915
2012,Patrick Marleau,33,SJS,C,48,17,14,31,-2,24,10,6,1,3,6,8,0,150,11.3,917
2012,Joe Pavelski,28,SJS,C,48,16,15,31,2,10,11,5,0,5,8,6,1,130,12.3,908
2012,Jordan Staal,24,CAR,C,48,10,21,31,-18,32,9,1,0,1,14,6,1,114,8.8,965
2012,Nail Yakupov,19,EDM,RW,48,17,14,31,-4,24,11,6,0,2,10,4,0,81,21,699
2012,Lars Eller,23,MTL,C,46,8,22,30,8,45,7,1,0,1,18,4,0,84,9.5,682
2012,Andrei Markov,34,MTL,D,48,10,20,30,-9,14,2,8,0,4,5,15,0,79,12.7,1158
2012,Vinny Prospal,37,CBJ,C,48,12,18,30,3,32,8,4,0,2,15,3,0,85,14.1,793
2012,Bobby Ryan,25,ANA,RW,46,11,19,30,3,17,9,2,0,1,15,4,0,101,10.9,763
2012,Keith Yandle,26,PHX,D,48,10,20,30,4,54,5,5,0,3,15,5,0,130,7.7,1068
2012,Derick Brassard,25,TOT,C,47,12,17,29,1,16,9,3,0,1,9,8,0,88,13.6,778
2012,Dustin Brown,28,LAK,RW,46,18,11,29,6,22,10,8,0,1,6,5,0,142,12.7,897
2012,Cory Conacher,23,TOT,LW,47,11,18,29,3,20,10,1,0,3,15,3,0,67,16.4,657
2012,Loui Eriksson,27,DAL,LW,48,12,17,29,-9,8,9,2,1,3,9,8,0,104,11.5,966
2012,Cody Franson,25,TOR,D,45,4,25,29,4,8,1,3,0,0,15,10,0,70,5.7,845
2012,Niklas Kronwall,32,DET,D,48,5,24,29,-5,44,3,2,0,2,10,14,0,67,7.5,1169
2012,Frans Nielsen,28,NYI,C,48,6,23,29,-3,12,3,2,1,1,15,8,0,93,6.5,865
2012,Kimmo Timonen,37,PHI,D,45,5,24,29,3,36,2,3,0,1,10,14,0,78,6.4,979
2012,Kyle Turris,23,OTT,C,48,12,17,29,6,24,9,3,0,2,11,6,0,118,10.2,943
2012,Ray Whitney,40,DAL,LW,32,11,18,29,1,4,7,4,0,1,10,8,0,62,17.7,621
2012,David Backes,28,STL,RW,48,6,22,28,5,62,5,1,0,1,17,4,1,100,6,941
2012,Tyler Bozak,26,TOR,C,46,12,16,28,-1,6,7,4,1,3,11,5,0,61,19.7,934
2012,Dustin Byfuglien,27,WPG,D,43,8,20,28,-1,34,4,4,0,2,14,6,0,142,5.6,1049
2012,David Desharnais,26,MTL,C,48,10,18,28,-2,26,8,2,0,3,13,5,0,66,15.2,790
2012,Brendan Gallagher,20,MTL,RW,44,15,13,28,10,33,12,3,0,3,12,1,0,117,12.8,610
2012,Dion Phaneuf,27,TOR,D,48,9,19,28,-4,65,6,3,0,1,6,13,0,88,10.2,1209
2012,Derek Roy,29,TOT,C,42,7,21,28,4,6,5,2,0,1,14,6,1,85,8.2,781
2012,Radim Vrbata,31,PHX,RW,34,12,16,28,6,14,9,2,1,1,6,10,0,106,11.3,623
2012,Shea Weber,27,NSH,D,48,9,19,28,-2,48,6,3,0,1,10,9,0,124,7.3,1244
2012,Brian Campbell,33,FLA,D,48,8,19,27,-22,12,2,6,0,2,8,11,0,70,11.4,1268
2012,Matt Cullen,36,MIN,C,42,7,20,27,9,10,7,0,0,0,16,4,0,79,8.9,667
2012,Shane Doan,36,PHX,RW,48,13,14,27,6,37,13,0,0,2,11,3,0,129,10.1,867
2012,Marian Gaborik,30,TOT,RW,47,12,15,27,-3,14,11,1,0,5,7,8,0,151,7.9,870
2012,Alex Galchenyuk,18,MTL,C,48,9,18,27,14,20,9,0,0,2,17,1,0,79,11.4,591
2012,Alex Goligoski,27,DAL,D,47,3,24,27,4,18,3,0,0,0,12,11,1,80,3.8,1052
2012,Sergei Gonchar,38,OTT,D,45,3,24,27,4,26,1,2,0,3,14,10,0,85,3.5,1080
2012,Jannik Hansen,26,VAN,LW,47,10,17,27,12,8,9,1,0,2,15,2,0,99,10.1,825
2012,Jiri Hudler,29,CGY,C,42,10,17,27,-13,22,5,5,0,0,14,3,0,56,17.9,721
2012,Duncan Keith,29,CHI,D,47,3,24,27,16,31,1,2,0,0,15,8,1,91,3.3,1133
2012,Saku Koivu,38,ANA,C,47,8,19,27,4,18,4,4,0,0,15,4,0,55,14.5,827
2012,Tomas Kopecky,30,FLA,RW,47,15,12,27,-8,28,10,4,1,0,7,5,0,92,16.3,831
2012,Mark Letestu,27,CBJ,C,46,13,14,27,7,10,8,3,2,2,12,2,0,92,14.1,760
2012,Milan Lucic,24,BOS,LW,46,7,20,27,8,75,7,0,0,0,18,2,0,79,8.9,778
2012,Brandon Saad,20,CHI,LW,46,10,17,27,17,12,9,0,1,2,14,3,0,98,10.2,757
2012,Justin Schultz,22,EDM,D,48,8,19,27,-17,8,4,4,0,3,8,11,0,85,9.4,1030
2012,Devin Setoguchi,26,MIN,RW,48,13,14,27,5,20,8,5,0,3,13,1,0,97,13.4,693
2012,Alex Steen,28,STL,C,40,8,19,27,5,14,5,3,0,3,13,6,0,129,6.2,760
2012,Mark Streit,35,NYI,D,48,6,21,27,-14,22,3,3,0,1,13,8,0,83,7.2,1121
2012,Alex Tanguay,33,CGY,LW,40,11,16,27,-13,22,8,2,1,1,9,7,0,44,25,774
2012,Daniel Alfredsson,40,OTT,RW,47,10,16,26,1,33,7,3,0,2,7,8,1,101,9.9,909
2012,Mikkel Boedker,23,PHX,LW,48,7,19,26,0,12,4,3,0,2,15,4,0,83,8.4,887
2012,Damien Brunner,26,DET,C,44,12,14,26,-6,12,9,3,0,1,7,7,0,123,9.8,686
2012,Brian Gionta,34,MTL,RW,48,14,12,26,3,8,9,5,0,3,10,2,0,112,12.5,870
2012,Curtis Glencross,30,CGY,LW,40,15,11,26,-8,18,11,3,1,3,8,3,0,92,16.3,729
2012,Mike Green,27,WSH,D,35,12,14,26,-3,20,8,4,0,2,4,10,0,96,12.5,870
2012,Brayden Schenn,21,PHI,C,47,8,18,26,-8,24,6,2,0,0,10,8,0,79,10.1,730
2012,Patrik Berglund,24,STL,C,48,17,8,25,-2,12,10,5,2,3,7,1,0,74,23,808
2012,David Legwand,32,NSH,C,48,12,13,25,-6,20,10,2,0,2,11,2,0,78,15.4,884
2012,Brenden Morrow,34,TOT,LW,44,12,13,25,-3,37,10,2,0,2,11,2,0,55,21.8,654
2012,David Perron,24,STL,LW,48,10,15,25,0,44,8,2,0,2,11,4,0,84,11.9,864
2012,Slava Voynov,23,LAK,D,48,6,19,25,5,14,5,1,0,2,12,7,0,79,7.6,1071
2012,Francois Beauchemin,32,ANA,D,48,6,18,24,19,22,5,1,0,0,11,7,0,74,8.1,1126
2012,Alexandre Burrows,31,VAN,LW,47,13,11,24,15,54,12,1,0,2,9,2,0,140,9.3,889
2012,David Clarkson,28,NJD,RW,48,15,9,24,-6,78,9,6,0,5,7,2,0,180,8.3,844
2012,Cody Eakin,21,DAL,C,48,7,17,24,1,31,4,3,0,1,17,0,0,67,10.4,724
2012,Oliver Ekman-Larsson,21,PHX,D,48,3,21,24,5,26,3,0,0,1,13,8,0,101,3,1205
2012,Martin Erat,31,TOT,LW,45,5,19,24,-7,30,4,1,0,2,12,7,0,69,7.2,806
2012,Carl Hagelin,24,NYR,LW,48,10,14,24,10,18,9,1,0,1,14,0,0,132,7.6,831
2012,Dan Hamhuis,30,VAN,D,47,4,20,24,9,12,3,0,1,0,14,6,0,61,6.6,1099
2012,Ryan Nugent-Hopkins,19,EDM,C,40,4,20,24,3,8,2,2,0,0,11,9,0,78,5.1,755
2012,Kyle Okposo,24,NYI,RW,48,4,20,24,-2,38,4,0,0,0,17,3,0,101,4,814
2012,Steve Ott,30,BUF,C,48,9,15,24,3,93,7,2,0,3,12,1,2,73,12.3,891
2012,Alex Pietrangelo,23,STL,D,47,5,19,24,0,10,3,2,0,0,14,4,1,93,5.4,1180
2012,Matt Read,26,PHI,RW,42,11,13,24,1,2,10,1,0,2,11,2,0,72,15.3,757
2012,Teemu Selanne,42,ANA,RW,46,12,12,24,-10,28,9,3,0,1,8,4,0,96,12.5,722
2012,Jeff Skinner,20,CAR,RW,42,13,11,24,-21,26,8,5,0,0,7,4,0,159,8.2,775
2012,Paul Stastny,27,COL,C,40,9,15,24,-7,14,7,2,0,1,7,8,0,87,10.3,774
2012,Bryan Bickell,26,CHI,LW,48,9,14,23,12,25,9,0,0,2,14,0,0,82,11,615
2012,Andrew Cogliano,25,ANA,C,48,13,10,23,14,6,11,0,2,1,10,0,0,79,16.5,738
2012,Martin Hanzal,25,PHX,C,39,11,12,23,2,24,7,4,0,2,8,3,1,93,11.8,723
2012,Nikolai Kulemin,26,TOR,LW,48,7,16,23,-5,22,7,0,0,0,16,0,0,72,9.7,803
2012,Paul Martin,31,PIT,D,34,6,17,23,14,16,4,2,0,1,10,7,0,38,15.8,861
2012,Kevin Shattenkirk,24,STL,D,48,5,18,23,2,20,3,2,0,0,11,7,0,84,6,1022
2012,Matt Stajan,29,CGY,C,43,5,18,23,7,26,5,0,0,1,18,0,0,44,11.4,738
2012,Viktor Stalberg,27,CHI,LW,47,9,14,23,16,25,9,0,0,1,12,2,0,113,8,664
2012,Jay Bouwmeester,29,TOT,D,47,7,15,22,-6,22,6,1,0,0,7,6,2,79,8.9,1158
2012,Matt Carle,28,TBL,D,48,5,17,22,1,4,3,2,0,0,14,3,0,66,7.6,1140
2012,John Carlson,23,WSH,D,48,6,16,22,11,18,6,0,0,0,11,5,0,97,6.2,1105
2012,Drew Doughty,23,LAK,D,48,6,16,22,4,36,3,3,0,0,9,7,0,114,5.3,1267
2012,Alexander Edler,26,VAN,D,45,8,14,22,-5,37,3,5,0,0,9,5,0,113,7.1,1073
2012,Christian Ehrhoff,30,BUF,D,47,5,17,22,6,34,4,1,0,2,9,8,0,102,4.9,1184
2012,Nathan Horton,27,BOS,C,43,13,9,22,1,22,13,0,0,1,8,1,0,114,11.4,725
2012,Marcus Johansson,22,WSH,C,34,6,16,22,3,4,3,3,0,1,14,1,1,40,15,564
2012,Jussi Jokinen,29,TOT,LW,43,13,9,22,-5,24,10,3,0,3,5,4,0,74,17.6,664
2012,Jamie McGinn,24,COL,LW,47,11,11,22,-13,26,8,3,0,2,7,4,0,128,8.6,812
2012,Mason Raymond,27,VAN,LW,46,10,12,22,2,16,6,4,0,1,10,2,0,79,12.7,728
2012,Fedor Tyutin,29,CBJ,D,48,4,18,22,9,28,4,0,0,1,12,5,1,56,7.1,1157
2012,Dennis Wideman,29,CGY,D,46,6,16,22,-9,12,2,4,0,1,6,9,1,94,6.4,1151
2012,Matt Cooke,34,PIT,LW,48,8,13,21,-2,36,8,0,0,1,13,0,0,61,13.1,706
2012,Michael Del Zotto,22,NYR,D,46,3,18,21,6,18,2,0,1,0,10,8,0,81,3.7,1066
2012,Mike Fisher,32,NSH,C,38,10,11,21,6,27,9,1,0,0,6,5,0,68,14.7,740
2012,Michael Grabner,25,NYI,RW,45,16,5,21,4,12,13,2,1,3,4,1,0,108,14.8,666
2012,Dany Heatley,32,MIN,RW,36,11,10,21,-12,8,8,3,0,1,6,4,0,83,13.3,667
2012,Shawn Matthias,24,FLA,C,48,14,7,21,-8,16,11,2,1,1,6,1,0,106,13.2,729
2012,Andy McDonald,35,STL,C,37,7,14,21,-2,16,6,1,0,2,8,6,0,86,8.1,638
2012,Kyle Palmieri,21,ANA,C,42,10,11,21,2,9,8,2,0,5,10,1,0,92,10.9,518
2012,Antoine Vermette,30,PHX,C,48,13,8,21,-3,36,10,3,0,3,8,0,0,91,14.3,876
2012,Pierre-Marc Bouchard,28,MIN,C,43,8,12,20,3,8,8,0,0,2,10,2,0,71,11.3,600
2012,Dan Boyle,36,SJS,D,46,7,13,20,3,27,2,5,0,0,4,8,1,97,7.2,1049
2012,Brent Burns,27,SJS,D,30,9,11,20,0,20,7,2,0,0,10,1,0,81,11.1,488
2012,Brandon Dubinsky,26,CBJ,C,29,2,18,20,2,76,1,1,0,0,11,6,1,50,4,534
2012,Victor Hedman,22,TBL,D,44,4,16,20,1,31,4,0,0,0,14,2,0,76,5.3,997
2012,Ales Hemsky,29,EDM,RW,38,9,11,20,-6,16,4,5,0,1,7,4,0,82,11,597
2012,Clarke MacArthur,27,TOR,LW,40,8,12,20,3,26,6,2,0,1,10,2,0,62,12.9,596
2012,John Mitchell,28,COL,C,47,10,10,20,5,18,9,1,0,1,8,2,0,72,13.9,787
2012,Dave Moss,31,PHX,LW,45,5,15,20,3,21,3,1,1,0,14,1,0,82,6.1,700
2012,Ryan O'Reilly,21,COL,C,29,6,14,20,-3,4,3,3,0,0,11,3,0,66,9.1,537
2012,T.J. Oshie,26,STL,C,30,7,13,20,-5,15,4,2,1,1,4,8,1,65,10.8,573
2012,Benoit Pouliot,26,TBL,LW,34,8,12,20,8,15,8,0,0,1,9,3,0,60,13.3,450
2012,Brent Seabrook,27,CHI,D,47,8,12,20,12,23,5,3,0,1,8,4,0,65,12.3,1034
2012,Patrick Sharp,31,CHI,C,28,6,14,20,8,14,5,1,0,1,8,6,0,88,6.8,527
2012,Joel Ward,32,WSH,RW,39,8,12,20,7,12,6,1,1,1,10,2,0,52,15.4,590
2012,Travis Zajac,27,NJD,C,48,7,13,20,-5,22,5,1,1,1,10,3,0,82,8.5,938
